"","Municipal_Appropriation","Home_County_Appropriation","Other_County_Payments_Adjacent_Counties","State_Funds","Federal_Funds","Contract_Income","Total_Income","County"
"1",62.6,23.3,2.1,1.6,0.2,0.9,100,"All"
